2008/09,Apr-08,Belfast,Belfast City,Type 1,3391,473,1,3865
2008/09,Apr-08,Belfast,Mater,Type 1,3142,486,0,3628
2008/09,Apr-08,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,5224,862,0,6086
2008/09,Apr-08,Belfast,RBHSC,Type 1,2480,398,0,2878
2008/09,Apr-08,Northern,Antrim Area,Type 1,4728,667,10,5405
2008/09,Apr-08,Northern,Causeway,Type 1,3186,172,0,3358
2008/09,Apr-08,Northern,Mid-Ulster,Type 2,1346,141,0,1487
2008/09,Apr-08,Northern,Whiteabbey,Type 2,1813,4,0,1817
2008/09,Apr-08,South Eastern,Ards MIU,Type 3,943,0,0,943
2008/09,Apr-08,South Eastern,Bangor MIU,Type 3,832,0,0,832
2008/09,Apr-08,South Eastern,Downe,Type 2,1974,88,0,2062
2008/09,Apr-08,South Eastern,Lagan Valley,Type 2,2410,244,7,2661
2008/09,Apr-08,South Eastern,Ulster,Type 1,5370,605,3,5978
2008/09,Apr-08,Southern,Armagh Community,Type 3,790,0,0,790
2008/09,Apr-08,Southern,Craigavon Area,Type 1,5567,388,0,5955
2008/09,Apr-08,Southern,Daisy Hill,Type 1,2773,113,0,2886
2008/09,Apr-08,Southern,South Tyrone,Type 3,1332,0,0,1332
2008/09,Apr-08,Western,Altnagelvin Area,Type 1,3571,459,0,4030
2008/09,Apr-08,Western,South West Acute,Type 1,1922,26,0,1948
2008/09,Apr-08,Western,Tyrone County,Type 2,1780,4,0,1784
2008/09,May-08,Belfast,Belfast City,Type 1,3554,323,0,3877
2008/09,May-08,Belfast,Mater,Type 1,3363,412,0,3775
2008/09,May-08,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,5067,896,0,5963
2008/09,May-08,Belfast,RBHSC,Type 1,2674,260,0,2934
2008/09,May-08,Northern,Antrim Area,Type 1,5239,630,0,5869
2008/09,May-08,Northern,Causeway,Type 1,3688,155,0,3843
2008/09,May-08,Northern,Mid-Ulster,Type 2,1563,85,0,1648
2008/09,May-08,Northern,Whiteabbey,Type 2,1895,6,0,1901
2008/09,May-08,South Eastern,Ards MIU,Type 3,924,0,0,924
2008/09,May-08,South Eastern,Bangor MIU,Type 3,1019,0,0,1019
2008/09,May-08,South Eastern,Downe,Type 2,2010,158,0,2168
2008/09,May-08,South Eastern,Lagan Valley,Type 2,2725,164,4,2893
2008/09,May-08,South Eastern,Ulster,Type 1,5808,446,5,6259
2008/09,May-08,Southern,Armagh Community,Type 3,771,0,0,771
2008/09,May-08,Southern,Craigavon Area,Type 1,5713,635,0,6348
2008/09,May-08,Southern,Daisy Hill,Type 1,3085,104,0,3189
2008/09,May-08,Southern,South Tyrone,Type 3,1572,0,0,1572
2008/09,May-08,Western,Altnagelvin Area,Type 1,3927,609,2,4538
2008/09,May-08,Western,South West Acute,Type 1,2078,42,1,2121
2008/09,May-08,Western,Tyrone County,Type 2,2105,3,0,2108
2008/09,Jun-08,Belfast,Belfast City,Type 1,3436,327,0,3763
2008/09,Jun-08,Belfast,Mater,Type 1,3065,485,0,3550
2008/09,Jun-08,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,4662,955,1,5618
